time,topic,related,emotion,content,comment
411.00000,5,1,0.0,1,KKona NEUTRAL SPAM KKona NEUTRAL SPAM KKona NEUTRAL SPAM KKona NEUTRAL SPAM KKona NEUTRAL SPAM KKona NEUTRAL SPAM KKona NEUTRAL SPAM KKona NEUTRAL SPAM KKona NEUTRAL SPAM KKona NEUTRAL SPAM KKona NEUTRAL SPAM KKona NEUTRAL SPAM KKona NEUTRAL SPAM KKona NEUTRAL SPAM KKona NEUTRAL SPAM KKona NEUTRAL SPAM KKona NEUTRAL SPAM KKona
411.33333,8,2,0.0,2,MrDestructoid
411.66667,1,1,1.0,5,ErA online PogChamp
412.00000,1,2,2.0,5,SAFE WITH 30 HP EleGiggle
412.50000,2,1,0.0,5,FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE
413.00000,2,1,1.0,5,almost rank 1k legend PogChamp
413.50000,6,2,0.0,5,Dead SMSkull 4Head
416.00000,2,2,1.0,5,Well done xD
416.50000,6,2,-2.0,5,bye this shit sucks
417.00000,8,2,0.0,2,MrDestructoid
417.50000,3,1,0.0,1,Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan
419.00000,6,2,0.0,5,ha haHAA
419.50000,6,1,0.0,5,REKT SUPERSPAMMESSAGE 4Head REKT SUPERSPAMMESSAGE 4Head REKT SUPERSPAMMESSAGE 4Head REKT SUPERSPAMMESSAGE 4Head REKT SUPERSPAMMESSAGE 4Head REKT SUPERSPAMMESSAGE 4Head
421.00000,3,1,0.0,1,Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan 1
421.50000,1,2,0.0,5,thats a lot of Ls in a row
422.00000,2,1,-9.0,5,"BrokeBack Heh, Greetings BrokeBack coin Fiery war axe BrokeBack Alexstrasza˘s champion BrokeBack Frothing Berserker BrokeBack Kor'kron Elite BrokeBack Blackwing Corruptor BrokeBack dr 9/9 BrokeBack dr 9/9 again BrokeBack Ragnaros BrokeBack Grommash + Inner rage BrokeBack hmm, well played BrokeBack"
422.50000,3,1,0.0,1,Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan 2
424.00000,3,1,0.0,1,Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan 3
424.33333,1,1,2.0,5,PogChamp PEE WEE HERMAN PLAYS HS PogChamp
424.66667,,2,0,3,PogChamp PogChamp PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ PogChamp ㅤㅤㅤ PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤㅤ PogChamp PogChamp PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤ PogChamp O G C H A M P
425.00000,3,1,0.0,1,Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan 4
426.00000,3,1,0.0,1,Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan 5
428.00000,4,1,-1.0,5,SMOrc If SMOrc The SMOrc Face SMOrc Plays SMOrc Taunt SMOrc Me SMOrc Still SMOrc Go SMOrc Face SMOrc
429.00000,8,2,-1.0,1,NotLikeThis
430.00000,1,1,1.0,1,mod me and i clean this shit @neviilz LUL
432.00000,3,1,1.0,1,"@neviilz when hoej gets hosted, he usually streams in english for the new viewers; can you please do the same thing? PogChamp"
433.00000,7,1,0.0,5,How high this guy is?
434.00000,5,1,1.0,5,You got Shrekt SMOrc Kappa
436.00000,6,1,1.0,5,@neviilz i like your drugs
438.00000,7,1,58.0,5,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
439.00000,,2,0,3,MEGALUL
439.25000,3,2,1.0,5,MASSAN is my master MrDestructoid
439.50000,3,1,1.0,1,"@neviilz when hoej gets hosted, he usually streams in english for the new viewers; can you please do the same thing? PogChamp"
439.75000,3,1,0.0,5,Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan 1
440.00000,5,2,-1.0,5,Drugs DansGame
443.00000,4,1,0.0,5,NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM
443.25000,5,2,0.0,5,STOP LOSE!
443.50000,3,1,2.0,1,"@neviilz when hoej gets hosted, he usually streams in english for the new viewers; can you please do the same thing? PogChamp @neviilz when hoej gets hosted, he usually streams in english for the new viewers; can you please do the same thing? PogChamp"
443.75000,5,2,0.0,5,"@neviilz, impersonate kripp"
444.00000,4,1,-6.0,5,CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame
449.00000,5,1,-1.0,5,Why you guys are so mean BibleThump
453.00000,7,2,0.0,5,Wat a legend
453.25000,3,1,0.0,1,Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan Inhale FeelsAmazingMan Exhale FeelsGoodMan
453.50000,3,1,2.0,1,"@neviilz when hoej gets hosted, he usually streams in english for the new viewers; can you please do the same thing? PogChamp @neviilz when hoej gets hosted, he usually streams in english for the new viewers; can you please do the same thing? PogChamp"
453.75000,3,1,-2.0,5,it's another one of those attention whore streamers who just wears a lot of make up to attract viewers FailFish
455.00000,3,2,0.0,1,"@neviilz unmod me, i guve up"
455.50000,7,2,0.0,5,YOOOOOOOOOOOOOOOOOOOOOOOOO
456.00000,6,1,-4.0,5,KOREAN INVASION WutFace KOREAN INVASION WutFace KOREAN INVASION WutFace KOREAN INVASION WutFace
459.00000,4,1,0.0,5,NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM
460.00000,3,1,0.0,5,what is he screaming? I can't even understand him
460.50000,3,1,2.0,1,"@neviilz when hoej gets hosted, he usually streams in english for the new viewers; can you please do the same thing? PogChamp @neviilz when hoej gets hosted, he usually streams in english for the new viewers; can you please do the same thing? PogChamp"
462.00000,3,1,2.0,1,"@neviilz when hoej gets hosted, he usually streams in english for the new viewers; can you please do the same thing? PogChamp@neviilz when hoej gets hosted, he usually streams in english for the new viewers; can you please do the same thing? PogChamp"
462.33333,,2,0,3,!vape
462.66667,,2,0,3,VapeNation MY VAPE IS BIG VapeNation MY RIPS FLOW FREE VapeNation YOU GUESSED IT RIGHT VapeNation VAPE NAYSH BAEBEEEE VapeNation
463.00000,6,1,-3.0,5,KOREAN INVASION WutFace KOREAN INVASION WutFace KOREAN INVASION WutFace
464.00000,8,1,-1.0,2,WutFace
464.50000,8,1,-1.0,2,WutFace
466.00000,3,1,0.0,5,@neviilz What's behind the curtain???
466.50000,2,2,1.0,5,I'd love to know what's in this guy's mom's spaghetti
469.00000,8,1,-1.0,2,WutFace
470.00000,8,2,1.0,2,EleGiggle
471.00000,8,1,1.0,2,LUL
471.33333,,2,0,3,MEGALUL
471.66667,3,1,-1.0,5,FORCED TO SEE NEVIILZ BECAUSE MASSAN IS OFFLINE DansGame
474.00000,8,2,1.0,2,4Head
474.50000,,2,0.0,5,0
475.00000,,2,0,3,SoBayed 👌 ZERO SoBayed 👌 NADA SoBayed 👌 NIENTE SoBayed 👌
475.50000,7,1,1.0,5,Not rank 1 legend but rank 1 memer in our hearts KappaPride
476.00000,,2,0.0,5,ㅓㅓㅓ너너너너나나나노져ㅗ오톺ㅇ누유어누ㅜ쿠너너놀모ㅜㅁ로뮴ㅎ뮤묺누ㅜㄴㅎ뉴뉺뉴늏ㄴㄴ
476.25000,5,1,1.0,1,PogChamp Kripp cosplay
476.50000,,2,0,3,PogChamp PogChamp PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ PogChamp ㅤㅤㅤ PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤㅤ PogChamp PogChamp PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤ PogChamp O G C H A M P
476.75000,7,1,0.0,5,you look like a guy that recently snorted cocaine off of a homeless dudes dick
479.00000,6,1,-4.0,5,KOREAN INVASION WutFace KOREAN INVASION WutFace KOREAN INVASION WutFace KOREAN INVASION WutFace
480.00000,8,1,1.0,2,LUL
481.00000,8,2,0.0,2,Wutface
481.50000,3,1,2.0,1,"@neviilz when hoej gets hosted, he usually streams in english for the new viewers; can you please do the same thing? PogChamp@neviilz when hoej gets hosted, he usually streams in english for the new viewers; can you please do the same thing? PogChamp"
483.00000,8,2,1.0,2,lol
484.00000,8,1,0.0,2,OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots OMGScoots
484.50000,,2,0,3,FeelsGoodMan ShotzR OMGScoots
485.00000,6,2,0.0,5,IM KOREAN PogChampq
486.00000,7,1,0.0,5,hey neviilz remember me? im the one that got suspended from school for shouting baby YOOOOO at a girl? so i went back to school and apologized her in front of the teacher and she forgave me but just when i got out of the school i said to myself quietly he traaaaades suckka yoooo and got shot by the leg FeelsBadMan
486.20000,,2,0.0,5,ㅏ머몲ㄹㅈㅊㅍㅁㅍㅁㄹㅍ뮴ㄹㅁㅍ뉸ㅍㄴㅎㅁㅎ뮤ㅠ노너우우엏어어가유야우태누애ㅜㅇ 아어탸우너누나둥
486.40000,8,1,1.0,2,MingLee
486.60000,,2,0,3,MingLee
486.80000,3,1,2.0,1,"@neviilz when hoej gets hosted, he usually streams in english for the new viewers; can you please do the same thing? PogChamp @neviilz when hoej gets hosted, he usually streams in english for the new viewers; can you please do the same thing? PogChamp"
487.00000,5,1,1.0,5,KRIPP PogChamp
488.00000,1,2,0.0,5,I can't understand a single word this guy is saying
488.50000,8,1,1.0,2,MingLee
489.00000,8,1,1.0,2,PogChamp
489.25000,7,1,1.0,5,Not rank 1 legend but rank 1 memer in our hearts KappaPride Keepo
489.50000,4,1,0.0,5,NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM
489.75000,8,1,1.0,2,MingLee
490.00000,3,1,0.0,5,Who hosted ?
491.00000,3,1,-1.0,1,What is shit goddamn sorcery! 6k viewers?! Did Massan host you?
491.25000,8,2,0,2,😂 👌 💯 🔥 😂 👌 💯 🔥 😂 👌 💯 🔥 😂 👌 💯 🔥 😂 👌 💯 🔥
491.50000,6,1,-6.0,5,KOREAN INVASION WutFace KOREAN INVASION WutFace KOREAN INVASION WutFace KOREAN INVASION WutFace KOREAN INVASION WutFace KOREAN INVASION WutFace v
491.75000,6,2,1.0,5,Bro chill you spaz 4Head
492.00000,8,1,1.0,2,MingLee
493.00000,7,1,1.0,5,Not rank 1 legend but rank 1 memer in our hearts KappaPride
493.33333,6,1,-6.0,5,KOREAN INVASION WutFace KOREAN INVASION WutFace KOREAN INVASION WutFace KOREAN INVASION WutFace KOREAN INVASION WutFace KOREAN INVASION WutFace
493.66667,8,1,3.0,2,MingLee MingLee MingLee
495.00000,,2,0.0,5,ㅜ전 웅 ㅇ ㄷ뉴 유어농 여너ㅠ노너뉴냔ㅇㅍㄱㅍ슈가ㅜㄴ 오어융 유나ㅏㅋ커어뉴너늉
496.00000,4,1,10.0,1,The only thing Koreans can do is get invaded LUL The only thing Koreans can do is get invaded LUL The only thing Koreans can do is get invaded LUL The only thing Koreans can do is get invaded LUL The only thing Koreans can do is get invaded LUL The only thing Koreans can do is get invaded LUL The only thing Koreans can do is get invaded LUL The only thing Koreans can do is get invaded LUL The only thing Koreans can do is get invaded LUL The only thing Koreans can do is get invaded LUL The only t
498.00000,6,1,-1.0,5,KOREANS WutFace
498.33333,8,2,1.0,2,:)
498.66667,,2,0,3,:) my face is smiley :) im just a face :) you guessed it right :) im smiley face :)
499.00000,8,2,0.0,1,MrDestructoid
499.50000,6,1,-8.0,5,KOREAN INVASION WutFace KOREAN INVASION WutFace KOREAN INVASION WutFace KOREAN INVASION WutFace KOREAN INVASION WutFace KOREAN INVASION WutFace KOREAN INVASION WutFace KOREAN INVASION WutFace
501.00000,8,2,0.0,1,OpieOP
503.00000,,2,0.0,5,ㅓ머머너너버버버버버ㅓ버머버머버버버버보보노노어어어어ㅑ댜더뎌걱륫
506.00000,2,1,0.0,5,TBTacoLeft TBCheesePull 0 TBCheesePull TBTacoRight
506.50000,4,1,0.0,5,NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM
507.00000,8,1,1.0,2,MingLee
507.50000,5,2,0.0,5,SUS ARTIK OROSPU EVLADI
508.00000,6,2,0.0,5,RareBoi nymnCorn
509.00000,6,2,0.0,5,bm
509.50000,8,2,0.0,2,MrDestructoid MrDestructoid MrDestructoid
510.00000,3,1,0.0,1,@neviilz first time i have to minimize cheech chat in your stream ULU
511.00000,4,1,0.0,5,NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM 中國最擅長吸公雞 NaM
512.00000,6,2,0.0,5,@neviilz show us the kaboom shablamy deck
514.00000,8,1,-1.0,2,TBTacoLeft TBCheesePull WutFace TBCheesePull TBTacoRight
515.00000,,2,0.0,5,ㅓ넝 슈나ㅓㄴ 아 루나누나노쥬나첨ㅎㅁㅎ휴ㅜ줌ㅍㅍㅍ눈ㅍㅎ큐 커뮤너ㅜ쿠나ㅜ뉴나ㅜㅇ ㅠ나ㅏㅋ
517.00000,6,2,0.0,5,Bm
520.00000,3,1,0.0,5,Any Massan sub here? MrDestructoid /
520.33333,3,2,0.0,5,friday
520.66667,6,1,-2.0,5,KOREAN INVASION WutFace MODS CANT HOLD THIS CHAT DansGame
523.00000,6,1,-2.0,5,KOREAN INVASION WutFace MODS CANT STAND THIS CHAT DansGame
525.00000,,2,0.0,5,ㅁㄴ빠ㅓㅜ쥬어모덬냠
526.00000,3,1,0.0,5,MrDestructoid MASSAN OFFLINE MrDestructoid FORCED TO VIEWBOT NEVIILZ MrDestructoid
526.50000,3,1,0.0,5,Massan tuesday on a friday???
528.00000,3,2,-1.0,5,Tuesday FailFish
529.00000,8,1,5.0,2,MingLee MingLee MingLee MingLee MingLee
529.25000,,2,0,3,MingLee
529.50000,,2,0.0,5,d:
529.75000,,2,0,3,D:
531.00000,6,1,-2.0,5,KOREAN INVASION WutFace MODS CANT HOLD THIS CHAT DansGame
531.50000,3,1,2.0,1,"@neviilz when hoej gets hosted, he usually streams in english for the new viewers; can you please do the same thing? PogChamp@neviilz when hoej gets hosted, he usually streams in english for the new viewers; can you please do the same thing? PogChamp"
532.00000,7,1,1.0,5,someone dub a dolphin sound over his dolphin clapping lul
532.50000,6,2,-1.0,5,okay this is awful. have an awesome night guys
533.00000,7,1,0.0,5,neviilz deck ?
533.33333,,2,0.0,5,ㅈㅅ뮤얒ㅎ커 호 탘
533.66667,6,1,-4.0,5,KOREAN INVASION WutFace MODS CANT HOLD THIS CHAT DansGame KOREAN INVASION WutFace MODS CANT HOLD THIS CHAT DansGame
534.00000,,2,0.0,5,HAREKETLERE BAK
535.00000,3,1,2.0,1,"@neviilz when hoej gets hosted, he usually streams in english for the new viewers; can you please do the same thing? PogChamp @neviilz when hoej gets hosted, he usually streams in english for the new viewers; can you please do the same thing? PogChamp"
536.00000,1,1,0.0,5,forced to watch nev cuz no other forsen impersonator is online FeelsBadMan
536.50000,,2,0.0,5,update song fgt
537.00000,6,2,0.0,5,Hi MrDestructoid
538.00000,1,1,0.0,5,forced to watch nev cuz no other forsen impersonator is online FeelsBadMan vv
541.00000,,2,0.0,5,너너노노몸ㅎㅁㅎㅁㅎㅁㅎ모ㅗ넠너어어ㅓ어어어어어어ㅓ엉
541.33333,1,1,1.0,5,forced to watch nev cuz no other forsen impersonator is online FeelsBadMan LUL
541.66667,3,1,0.0,5,MrDestructoid MASSAN OFFLINE MrDestructoid FORCED TO VIEWBOT NEVIILZ MrDestructoid
543.00000,6,2,1.0,5,Seems legit 4Head
544.00000,1,1,1.0,5,forced to watch nev cuz no other forsen impersonator is online FeelsBadMan LOL
544.33333,4,1,19.0,1,Koreans don't have internet BibleThump Hail Supreme MingLee Leader MingLee Kim MingLee Koreans don't have internet BibleThump Hail Supreme MingLee Leader MingLee Kim MingLee Koreans don't have internet BibleThump Hail Supreme MingLee Leader MingLee Kim MingLee Koreans don't have internet BibleThump Hail Supreme MingLee Leader MingLee Kim MingLee Koreans don't have internet BibleThump Hail Supreme MingLee Leader MingLee Kim
544.66667,3,1,-1.0,1,What is shit goddamn sorcery! 6k viewers?! Did Massan host you? @Neviilz
545.00000,,2,-1.0,5,whos this mad boy
546.00000,1,1,0.0,5,forced to watch nev cuz no other forsen impersonator is online FeelsBadMan KOREA
547.00000,,2,0.0,5,뭐모머머머머머머머머머머머머머머머머머머머머머머
547.25000,6,1,-6.0,5,KOREAN INVASION WutFace MODS CANT HOLD THIS CHAT DansGame KOREAN INVASION WutFace MODS CANT HOLD THIS CHAT DansGame KOREAN INVASION WutFace MODS CANT HOLD THIS CHAT DansGame
